"Id","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","Foundation","BsmtExposure","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","LowQualFinSF","GrLivArea","BedroomAbvGr","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageFinish","GarageCars","PavedDrive","WoodDeckSF","PoolArea","Fence","MiscFeature","MiscVal","SaleType","SaleCondition","SalePrice","NewBuild","BSmtFinSFComb","TotalArea","TotalBaths","PorchSF","Neigh_Cat","AgeCat","LastSold","RemodelFromCat","SeasonSale","GarageScore","OverallScore","ExterScore","KitchenScore","GarageGrade"
2194,"50","RL",57,8050,"Pave","None","Reg","Lvl",4,"Inside",1,"Norm","Norm","1Fam","1.5Fin",5,8,"Gable","CompShg","MetalSd","MetalSd","None",0,3,"Slab",1,0,0,"GasA",4,2,4,0,1137,4,8,4,0,1,"None",1,0,3,0,0,1,"None",0,"WD","Normal",0,0,0,1137,1.5,0,2,2,2,3,2,1,40,12,3,0
2195,"20","RL",68,9520,"Pave","None","Reg","Bnk",4,"Inside",2,"Norm","Norm","1Fam","1Story",4,5,"Gable","CompShg","MetalSd","MetalSd","Stone",115,3,"CBlock",2,144,911,"GasA",3,2,4,0,930,2,5,5,0,1,"Attchd",3,1,3,134,0,4,"Gar2",3000,"WD","Normal",0,0,767,1841,1,0,2,2,2,1,3,16,20,9,3,1144
2196,"80","RL",62,7692,"Pave","None","Reg","Bnk",4,"Inside",2,"Norm","Norm","1Fam","SLvl",4,6,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,3,"CBlock",4,416,416,"GasA",4,2,3,0,1204,3,6,5,0,1,"Basment",2,1,3,0,0,1,"None",0,"WD","Abnorml",0,0,0,1620,1,0,2,2,2,1,1,16,24,9,3,1248
2197,"30","RL",67,5142,"Pave","None","Reg","Lvl",4,"Inside",1,"Norm","Norm","1Fam","1.5Fin",4,7,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,3,"PConc",2,725,949,"GasA",3,2,4,0,1292,3,6,5,0,1,"Detchd",2,1,1,0,0,1,"None",0,"WD","Normal",0,0,224,2241,1.5,183,2,1,2,5,3,16,28,9,4,820
2198,"30","RL",60,7290,"Pave","None","Reg","Lvl",4,"Corner",1,"Norm","Norm","1Fam","1Story",7,8,"Gable","CompShg","WdShing","Wd Shng","BrkFace",174,3,"BrkTil",2,1228,1228,"GasA",5,2,4,0,1424,2,7,5,1,5,"Attchd",2,1,3,0,0,1,"None",0,"WD","Normal",0,0,0,2652,2,90,2,1,2,2,2,16,56,9,3,1248
2199,"90","RL",64,7804,"Pave","None","Reg","Lvl",4,"Inside",1,"Norm","Norm","Duplex","2.5Unf",6,7,"Gable","CompShg","Stucco","Stucco","None",0,3,"BrkTil",2,0,960,"GasA",5,2,4,0,1920,4,10,5,2,5,"Detchd",2,2,3,248,0,1,"None",0,"WD","Abnorml",0,0,960,2880,5,121,2,1,2,2,3,16,42,9,6,1920
2200,"70","RL",66,8969,"Pave","None","Reg","Bnk",4,"Inside",1,"Norm","Norm","1Fam","2Story",6,6,"Gambrel","CompShg","Wd Sdng","Wd Sdng","None",0,3,"BrkTil",2,265,644,"GasA",5,2,4,0,1316,2,6,5,1,5,"Detchd",2,1,2,0,0,4,"None",0,"WD","Normal",0,0,379,1960,2,192,4,1,2,2,3,16,36,9,3,1476
2201,"50","RL",63,15564,"Pave","None","Reg","Lvl",4,"Inside",1,"Norm","Norm","1Fam","1.5Fin",6,6,"Gable","CompShg","Wd Sdng","Wd Shng","None",0,3,"BrkTil",2,676,676,"GasA",5,2,4,0,1264,3,6,5,0,1,"Detchd",2,2,3,424,0,1,"Shed",400,"WD","Normal",0,0,0,1940,1,0,4,1,2,3,1,16,36,9,3,1600
2202,"70","RL",54,7609,"Pave","None","Reg","Lvl",4,"Corner",1,"Norm","Norm","1Fam","2Story",8,9,"Gable","CompShg","Stucco","Stucco","None",0,4,"PConc",2,392,798,"GasA",5,2,4,0,1512,3,7,5,1,5,"Detchd",2,1,2,85,0,5,"None",0,"WD","Normal",0,0,406,2310,3,57,4,1,2,3,3,16,72,16,4,720
2203,"70","RL",92,9650,"Pave","None","IR1","HLS",4,"Corner",1,"Norm","Norm","1Fam","2Story",6,3,"Hip","CompShg","Wd Sdng","Plywood","None",0,3,"BrkTil",2,784,784,"GasA",3,2,4,0,1603,4,7,5,1,5,"Attchd",2,2,3,0,0,1,"None",0,"WD","Normal",0,0,0,2387,1,217,4,1,2,2,3,16,18,9,3,2396
2204,"50","RL",110,11700,"Pave","Grvl","IR1","HLS",4,"Inside",2,"Norm","Norm","1Fam","1.5Fin",5,6,"Gable","CompShg","WdShing","Wd Shng","None",0,3,"CBlock",2,336,942,"GasA",5,2,4,0,1938,4,7,4,1,5,"Detchd",2,1,3,0,0,1,"None",0,"WD","Normal",0,0,606,2880,2,40,4,1,2,3,3,16,30,9,4,960
2205,"50","RL",70,9260,"Pave","Grvl","IR1","HLS",4,"Inside",1,"Feedr","Norm","1Fam","1.5Fin",5,4,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,3,"BrkTil",2,884,884,"GasA",3,2,3,0,1374,3,6,5,0,1,"Detchd",2,1,3,64,0,1,"None",0,"WD","Normal",0,0,0,2258,1,100,4,1,2,2,2,16,20,9,3,900
2206,"20","RL",79,7801,"Pave","None","IR1","Lvl",4,"Corner",1,"Feedr","Norm","1Fam","1Story",6,5,"Hip","CompShg","WdShing","Plywood","BrkFace",88,3,"PConc",2,591,1091,"GasA",2,1,3,0,1091,2,5,5,1,4,"Attchd",4,1,3,66,0,4,"None",0,"WD","Normal",0,0,500,2182,1.5,326,4,2,2,1,3,16,30,6,3,1376
2207,"70","RL",100,9670,"Pave","None","IR1","HLS",4,"Inside",2,"Norm","Norm","1Fam","2Story",8,6,"Gable","CompShg","BrkFace","Stucco","Stone",40,3,"PConc",2,398,608,"GasA",3,2,4,0,1873,4,9,5,2,5,"Detchd",4,2,3,0,0,1,"None",0,"WD","Alloca",0,0,210,2481,1.5,207,4,1,2,2,3,12,48,9,3,2358
2208,"50","RL",70,12392,"Pave","None","Reg","Bnk",4,"Inside",1,"Norm","Norm","1Fam","1.5Fin",7,9,"Gable","CompShg","VinylSd","VinylSd","None",0,3,"CBlock",2,397,832,"GasA",5,2,4,0,2161,3,8,5,2,4,"Attchd",4,2,3,0,0,1,"None",0,"WD","Normal",0,0,435,2993,3.5,96,4,2,2,4,2,16,63,12,4,2024
2209,"20","RL",56,26073,"Pave","None","IR1","Lvl",4,"CulDSac",1,"Norm","Norm","1Fam","1Story",5,5,"Gable","CompShg","BrkFace","MetalSd","None",0,3,"PConc",2,782,1898,"GasA",5,2,3,0,1898,3,7,5,2,4,"Attchd",2,2,3,0,0,4,"None",0,"WD","Normal",0,0,1116,3796,2.5,275,4,2,2,1,2,16,25,9,3,1936
2210,"160","RM",24,1879,"Pave","None","Reg","Lvl",4,"CulDSac",1,"Norm","Norm","Twnhs","2Story",6,6,"Gable","CompShg","MetalSd","MetalSd","None",0,3,"CBlock",2,150,516,"GasA",3,2,4,0,1032,2,5,5,1,4,"Detchd",2,2,3,213,0,5,"None",0,"WD","Normal",0,0,366,1548,1,0,2,3,2,1,1,16,36,9,3,1848
2211,"30","RM",50,7000,"Pave","None","Reg","Lvl",4,"Inside",1,"Norm","Norm","1Fam","1Story",6,8,"Gable","CompShg","VinylSd","VinylSd","None",0,3,"BrkTil",2,555,894,"GasA",3,2,4,0,919,2,5,5,0,1,"Detchd",2,1,2,0,0,4,"None",0,"WD","Normal",0,0,339,1813,2,116,1,1,2,3,3,16,48,12,3,780
2212,"50","RM",60,6000,"Pave","None","Reg","Lvl",4,"Inside",1,"Norm","Norm","1Fam","1.5Fin",6,8,"Gable","CompShg","VinylSd","VinylSd","None",0,3,"CBlock",2,720,720,"GasA",4,2,4,0,1090,3,5,5,0,1,"Detchd",2,1,3,0,0,1,"None",0,"WD","Normal",0,0,0,1810,1,0,1,2,2,5,3,16,48,9,3,960
2213,"50","RM",58,8155,"Pave","None","Reg","Lvl",4,"Inside",1,"Norm","Norm","1Fam","1.5Fin",5,7,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,3,"CBlock",2,780,780,"GasA",4,2,3,0,1200,4,7,5,0,1,"None",1,0,3,0,0,1,"None",0,"WD","Normal",0,0,0,1980,1,96,1,1,2,2,3,1,35,9,3,0
2214,"80","RM",75,6000,"Pave","None","Reg","Lvl",4,"Inside",1,"Norm","Norm","1Fam","SLvl",5,5,"Hip","CompShg","HdBoard","Plywood","None",0,2,"CBlock",3,367,624,"GasA",5,2,4,0,1656,3,7,3,1,2,"Attchd",2,1,3,0,0,4,"None",0,"WD","Normal",0,0,257,2280,1.5,280,1,2,2,1,3,16,25,6,3,1152
2215,"30","RM",60,7392,"Pave","None","Reg","Lvl",4,"Inside",1,"Norm","Norm","1Fam","1Story",5,7,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,3,"BrkTil",2,520,520,"GasA",3,2,3,0,912,2,5,5,0,1,"Detchd",3,1,3,0,0,1,"None",0,"WD","Normal",0,0,0,1432,1,90,1,1,2,3,3,16,35,9,3,1440
2216,"50","RM",75,9000,"Pave","None","Reg","Lvl",4,"Inside",1,"Norm","Norm","1Fam","1.5Fin",5,5,"Gable","CompShg","WdShing","Wd Shng","BrkFace",162,3,"CBlock",2,821,1151,"GasA",4,2,3,0,1955,4,7,5,0,1,"Attchd",4,1,3,0,0,1,"None",0,"WD","Normal",0,0,330,3106,2,0,1,2,2,1,1,16,25,9,3,1424
2217,"20","RL",80,14584,"Pave","None","Reg","Low",4,"Inside",2,"Norm","Norm","1Fam","1Story",1,5,"Gable","CompShg","AsbShng","VinylSd","None",0,2,"Slab",1,0,0,"Wall",1,1,3,0,733,2,4,5,0,1,"Attchd",2,2,1,0,0,1,"None",0,"WD","Abnorml",0,0,0,733,1,0,1,2,2,1,1,6,5,2,2,1461
2218,"70","C (all)",60,5280,"Pave","None","Reg","Lvl",4,"Corner",1,"Feedr","Norm","1Fam","2Story",4,7,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,3,"Stone",2,173,173,"GasA",5,1,4,0,1361,2,6,5,0,1,"Detchd",2,1,3,0,0,1,"None",0,"WD","Normal",0,0,0,1534,1,123,1,1,2,2,3,12,28,9,3,555
2219,"50","C (all)",52,5150,"Pave","None","Reg","Lvl",4,"Corner",1,"Feedr","Norm","1Fam","1.5Fin",4,7,"Gable","CompShg","Plywood","Plywood","None",0,3,"PConc",2,356,356,"GasA",3,1,3,0,1049,2,5,5,0,1,"Detchd",2,1,1,0,0,1,"None",0,"WD","Normal",0,0,0,1405,1,0,1,1,2,4,3,6,28,9,3,390
2220,"70","C (all)",60,9000,"Grvl","None","Reg","Bnk",4,"Inside",1,"Norm","Norm","1Fam","2Story",4,6,"Gable","CompShg","MetalSd","MetalSd","None",0,3,"Stone",3,592,592,"GasA",5,2,4,0,864,3,5,4,0,1,"Detchd",2,1,1,0,0,1,"None",0,"WD","Normal",0,0,0,1456,1.5,190,1,1,2,2,3,9,24,9,2,648
2221,"120","RM",44,3843,"Pave","None","IR1","HLS",4,"Inside",2,"Norm","Norm","TwnhsE","1Story",8,5,"Hip","CompShg","CemntBd","CmentBd","Stone",186,5,"PConc",5,120,1596,"GasA",5,2,4,0,1648,2,5,5,1,5,"Attchd",4,2,3,162,0,1,"None",0,"New","Partial",0,1,1476,3244,3.5,206,4,4,2,5,2,16,40,15,5,2100
2222,"120","RM",44,3811,"Pave","None","IR1","HLS",4,"Inside",2,"Norm","Norm","TwnhsE","1Story",7,5,"Hip","CompShg","CemntBd","CmentBd","Stone",174,4,"PConc",5,120,1594,"GasA",5,2,4,0,1646,2,5,5,1,5,"Attchd",4,2,3,128,0,1,"None",0,"WD","Normal",0,0,1474,3240,3.5,208,4,4,2,5,3,16,35,12,5,1928
2223,"20","RL",120,23730,"Pave","None","IR2","Lvl",4,"Inside",1,"Norm","Norm","1Fam","1Story",7,5,"Gable","CompShg","MetalSd","MetalSd","BrkFace",668,4,"PConc",3,1140,1840,"GasA",5,2,4,0,2032,3,7,5,0,1,"Attchd",4,3,3,0,0,1,"None",0,"WD","Normal",0,0,700,3872,4,238,2,3,2,3,2,16,35,12,4,3144
2224,"60","RL",54,11050,"Pave","None","Reg","Lvl",4,"Inside",1,"Norm","Norm","1Fam","2Story",7,5,"Gable","CompShg","VinylSd","VinylSd","None",0,3,"PConc",3,910,910,"GasA",5,2,4,0,1820,3,8,5,1,4,"Attchd",2,3,3,318,0,1,"None",0,"WD","Normal",0,0,0,2730,2.5,32,2,3,2,3,2,16,35,9,4,3264
2225,"90","RL",76,10260,"Pave","None","Reg","Lvl",4,"Inside",1,"Norm","Norm","Duplex","2Story",5,4,"Gable","CompShg","Plywood","Plywood","None",0,3,"CBlock",1,0,0,"GasA",3,2,4,0,1872,4,8,5,0,1,"Attchd",2,2,3,0,0,1,"None",0,"WD","Abnorml",0,0,0,1872,3,0,2,3,2,1,1,16,20,9,6,1936
2226,"20","RL",74,9990,"Pave","None","Reg","Lvl",4,"Inside",1,"Norm","Norm","1Fam","1Story",4,5,"Gable","CompShg","HdBoard","HdBoard","None",0,3,"PConc",2,297,1680,"GasA",4,2,4,0,1689,3,6,5,1,4,"Attchd",2,2,3,428,0,1,"None",0,"WD","Normal",0,0,1383,3369,3,120,2,3,2,1,3,16,20,9,3,1728
2227,"120","RL",42,4084,"Pave","None","IR1","Lvl",4,"Inside",1,"Norm","Norm","TwnhsE","1Story",7,6,"Gable","CompShg","VinylSd","VinylSd","BrkFace",340,4,"CBlock",4,384,1277,"GasA",4,2,4,0,1501,2,6,5,1,4,"Attchd",4,2,3,240,0,1,"None",0,"WD","Normal",0,0,893,2778,3,0,4,3,2,1,3,16,42,12,4,2048
2228,"20","RL",74,11563,"Pave","None","IR1","HLS",4,"Inside",1,"Norm","Norm","1Fam","1Story",8,5,"Hip","CompShg","VinylSd","VinylSd","Stone",258,4,"PConc",5,482,1518,"GasA",5,2,4,0,1537,3,8,5,0,1,"Attchd",4,3,3,0,0,1,"None",0,"WD","Normal",0,0,1036,3055,3,26,4,4,2,5,2,16,40,12,4,3152
2229,"60","RL",107,12852,"Pave","None","IR1","HLS",4,"Corner",1,"Norm","Norm","1Fam","2Story",8,5,"Gable","CompShg","VinylSd","VinylSd","None",0,4,"PConc",4,150,920,"GasA",5,2,4,0,1780,3,6,5,1,5,"Attchd",4,2,3,0,0,1,"None",0,"New","Partial",0,1,770,2700,3.5,192,4,4,2,6,1,16,40,12,4,2448
2230,"80","RL",73,9802,"Pave","None","Reg","Lvl",4,"Inside",1,"Norm","Norm","1Fam","SLvl",5,5,"Gable","CompShg","VinylSd","VinylSd","None",0,3,"PConc",2,352,352,"GasA",4,2,4,0,1442,3,6,5,0,1,"BuiltIn",4,2,3,100,0,1,"None",0,"WD","Normal",0,0,0,1794,2.5,0,4,4,2,5,2,16,25,9,3,1600
2231,"60","RL",81,12018,"Pave","None","IR1","HLS",4,"Corner",1,"Norm","Norm","1Fam","2Story",7,5,"Gable","CompShg","VinylSd","VinylSd","Stone",60,4,"PConc",4,796,796,"GasA",5,2,4,0,1612,3,6,5,0,1,"Attchd",4,3,3,0,0,1,"None",0,"New","Partial",0,1,0,2408,2.5,64,4,4,2,6,2,16,35,12,4,2664
2232,"20","RL",75,12890,"Pave","None","IR1","Lvl",4,"Inside",1,"Norm","Norm","1Fam","1Story",6,5,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",128,3,"CBlock",2,1495,1495,"GasA",5,2,4,0,1495,3,8,5,1,4,"Attchd",2,2,3,252,0,1,"None",0,"WD","Normal",0,0,0,2990,2,192,4,3,2,1,3,16,30,9,3,1752
2233,"20","RL",93,18265,"Pave","None","Reg","Lvl",4,"Corner",1,"Norm","Norm","1Fam","1Story",6,5,"Gable","CompShg","Plywood","HdBoard","BrkFace",228,4,"CBlock",4,276,1256,"GasA",5,2,4,0,1256,3,6,5,1,3,"Attchd",2,2,3,282,0,1,"None",0,"WD","Normal",0,0,980,2512,2,0,4,3,2,1,2,16,30,16,4,2312
2234,"20","RL",82,11202,"Pave","None","IR1","Lvl",4,"Inside",1,"Norm","Norm","1Fam","1Story",8,5,"Hip","CompShg","VinylSd","VinylSd","BrkFace",206,4,"PConc",4,403,1432,"GasA",5,2,4,0,1440,3,7,5,1,4,"Attchd",4,2,3,185,0,1,"None",0,"WD","Normal",0,0,1029,2872,3,95,4,4,2,1,3,16,40,12,4,1868
2235,"20","RL",80,7915,"Pave","None","IR1","Lvl",4,"Inside",1,"Norm","Norm","1Fam","1Story",6,5,"Hip","CompShg","VinylSd","VinylSd","None",0,4,"PConc",3,443,1666,"GasA",5,2,4,0,1675,3,6,5,0,1,"Attchd",3,2,3,165,0,1,"None",0,"WD","Normal",0,0,1223,3341,3,52,4,3,2,4,1,16,30,12,4,1740
2236,"20","RL",79,11449,"Pave","None","IR1","HLS",4,"Inside",1,"Norm","Norm","1Fam","1Story",8,5,"Gable","CompShg","VinylSd","VinylSd","None",0,4,"PConc",4,873,1884,"GasA",5,2,4,0,1728,3,7,5,1,5,"Attchd",4,2,3,0,0,1,"None",0,"WD","Normal",0,1,1011,3612,3,276,4,4,2,6,1,16,40,12,4,2080
2237,"20","RL",85,11447,"Pave","None","IR1","Lvl",4,"Inside",1,"Norm","Norm","1Fam","1Story",8,5,"Gable","CompShg","VinylSd","VinylSd","BrkFace",674,4,"PConc",4,393,1964,"GasA",5,2,4,0,1964,3,7,5,1,5,"Attchd",4,3,3,0,0,1,"None",0,"WD","Normal",0,0,1571,3928,3.5,265,4,4,2,5,3,16,40,12,4,3568
2238,"90","RM",97,8940,"Pave","None","IR1","Lvl",4,"Corner",1,"Norm","Norm","Duplex","SFoyer",7,5,"Gable","CompShg","VinylSd","VinylSd","BrkFace",200,3,"PConc",5,35,1344,"GasA",5,2,4,0,1344,2,8,5,0,1,"Attchd",4,3,3,0,0,1,"None",0,"WD","Alloca",0,0,1309,2688,4,0,2,3,2,3,1,16,35,12,6,3136
2239,"20","RL",77,9278,"Pave","None","Reg","Lvl",4,"FR2",1,"Feedr","Artery","1Fam","1Story",5,5,"Gable","CompShg","VinylSd","VinylSd","None",0,3,"PConc",2,1092,1092,"GasA",5,2,4,0,1092,2,5,5,0,1,"None",1,0,3,0,0,1,"None",0,"WD","Abnorml",0,1,0,2184,1,52,2,4,2,5,1,1,25,9,3,0
2240,"120","RM",32,4500,"Pave","None","Reg","Lvl",4,"FR2",1,"Norm","Norm","TwnhsE","1Story",6,5,"Hip","CompShg","VinylSd","VinylSd","BrkFace",197,3,"PConc",2,325,1189,"GasA",5,2,4,0,1189,2,4,5,0,1,"Attchd",3,2,3,0,0,1,"None",0,"WD","Normal",0,0,864,2378,3,122,2,3,2,1,2,16,30,9,3,1568
2241,"85","RL",150,14137,"Pave","None","Reg","Lvl",4,"Corner",1,"Norm","Norm","1Fam","SFoyer",4,5,"Gable","CompShg","HdBoard","HdBoard","BrkFace",98,3,"CBlock",4,88,1200,"GasA",4,2,4,0,1200,3,6,5,0,1,"2Types",4,3,3,0,0,1,"None",0,"ConLD","Normal",0,0,1112,2400,2,290,2,2,2,1,1,16,20,9,3,3400
2242,"120","RM",41,4224,"Pave","None","Reg","Lvl",4,"Inside",1,"Norm","Norm","TwnhsE","1Story",5,6,"Gable","CompShg","CemntBd","CmentBd","None",0,3,"PConc",2,271,1040,"GasA",4,2,4,0,1040,3,6,5,0,1,"Attchd",2,2,3,0,0,1,"None",0,"WD","Normal",0,0,769,2080,1,100,1,3,2,1,3,16,30,9,3,1996
2243,"160","RM",41,2665,"Pave","None","Reg","Lvl",4,"Inside",1,"Norm","Norm","TwnhsE","2Story",5,7,"Gable","CompShg","CemntBd","CmentBd","None",0,3,"PConc",2,232,550,"GasA",3,2,4,0,1475,4,6,5,1,4,"Attchd",2,1,3,92,0,1,"None",0,"WD","Normal",0,0,318,2025,2,26,1,3,2,1,3,16,35,9,3,1344
2244,"180","RM",21,1974,"Pave","None","Reg","Lvl",4,"Inside",1,"Norm","Norm","Twnhs","SFoyer",4,7,"Gable","CompShg","CemntBd","CmentBd","None",0,3,"CBlock",4,25,526,"GasA",4,2,4,0,988,2,5,5,0,1,"BuiltIn",3,1,3,120,0,1,"None",0,"WD","Normal",0,0,501,1514,2,101,1,3,2,5,3,16,28,12,3,1188
2245,"180","RM",21,1596,"Pave","None","Reg","Lvl",4,"Inside",1,"Norm","Norm","Twnhs","SLvl",4,6,"Gable","CompShg","CemntBd","CmentBd","None",0,3,"CBlock",5,25,462,"GasA",3,2,4,0,988,1,4,5,1,2,"BuiltIn",3,1,3,0,0,3,"None",0,"WD","Normal",0,0,437,1450,2,221,1,3,2,1,3,16,24,9,3,1188
2246,"20","RL",85,17979,"Pave","None","IR1","Lvl",4,"Corner",1,"Norm","Norm","1Fam","1Story",5,6,"Gable","CompShg","Plywood","Plywood","None",0,3,"CBlock",2,328,1113,"GasA",5,2,4,0,1160,3,6,5,0,1,"Attchd",2,1,3,81,0,3,"Shed",500,"WD","Normal",0,0,785,2273,2,0,2,2,2,1,1,16,30,12,4,1028
2247,"160","RM",21,1477,"Pave","None","Reg","Lvl",4,"Inside",1,"Norm","Norm","Twnhs","2Story",6,9,"Gable","CompShg","CemntBd","CmentBd","None",0,3,"CBlock",2,188,546,"GasA",5,2,4,0,1092,3,6,5,0,1,"None",1,0,3,187,0,1,"None",0,"WD","Normal",0,0,358,1638,2.5,0,1,3,2,5,2,1,54,12,3,0
2248,"20","RL",59,6490,"Pave","None","Reg","Lvl",4,"Inside",1,"Norm","Norm","1Fam","1Story",5,7,"Gable","CompShg","VinylSd","VinylSd","None",0,3,"CBlock",2,282,816,"GasA",5,2,4,0,816,2,4,5,0,1,"Attchd",2,1,3,315,0,3,"None",0,"WD","Normal",0,0,534,1632,1.5,0,2,3,2,1,2,16,35,12,3,1056
2249,"20","RL",60,6600,"Pave","None","Reg","Lvl",4,"Inside",1,"Norm","Norm","1Fam","1Story",5,6,"Gable","CompShg","HdBoard","Plywood","None",0,3,"CBlock",2,207,845,"GasA",4,2,4,0,845,3,6,5,0,1,"Attchd",2,1,3,0,0,1,"None",0,"WD","Normal",0,0,638,1690,1,0,2,3,2,5,3,16,30,9,4,1056
2250,"20","RL",74,12395,"Pave","None","Reg","Lvl",4,"Corner",1,"Norm","Norm","1Fam","1Story",5,6,"Gable","CompShg","HdBoard","Plywood","None",0,3,"CBlock",2,217,864,"GasA",3,2,4,0,889,3,6,5,0,1,"Attchd",2,2,3,0,0,1,"None",0,"WD","Normal",0,0,647,1753,1,0,2,3,2,1,2,16,30,9,3,1936
2251,"70","C (all)",118,56600,"Pave","None","IR1","Low",4,"Inside",1,"Norm","Norm","1Fam","2.5Unf",5,1,"Hip","CompShg","Wd Sdng","Wd Sdng","None",0,3,"BrkTil",2,686,686,"GasA",5,2,4,0,1836,4,7,3,0,1,"Detchd",2,1,1,0,0,1,"None",0,"WD","Normal",0,0,0,2522,2,0,1,1,2,2,1,12,5,9,3,1152
2252,"20","RL",85,10667,"Pave","None","Reg","Lvl",4,"Inside",1,"Norm","Norm","1Fam","1Story",6,6,"Gable","CompShg","MetalSd","MetalSd","BrkFace",302,3,"CBlock",2,749,1587,"GasA",3,2,4,0,1587,3,7,5,1,5,"Attchd",2,2,3,0,0,1,"None",0,"WD","Normal",0,0,838,3174,2,44,2,3,3,1,2,16,36,9,3,2100
2253,"80","RL",56,8872,"Pave","None","IR1","HLS",4,"Inside",1,"Norm","Norm","1Fam","SLvl",6,5,"Gable","CompShg","VinylSd","VinylSd","None",0,3,"PConc",2,384,384,"GasA",4,2,4,0,1384,3,7,5,1,4,"BuiltIn",4,2,3,0,0,1,"None",0,"WD","Normal",0,0,0,1768,2.5,0,3,3,3,1,2,16,30,9,3,1560
2254,"80","RL",39,10147,"Pave","None","IR1","Lvl",4,"CulDSac",1,"Norm","Norm","1Fam","SLvl",6,5,"Gable","CompShg","HdBoard","HdBoard","BrkFace",32,3,"PConc",2,206,392,"GasA",4,2,4,0,1694,3,7,5,1,4,"BuiltIn",4,2,3,256,0,4,"None",0,"WD","Normal",0,0,186,2086,2.5,64,3,3,3,1,2,16,30,9,3,1592
2255,"60","RL",70,8637,"Pave","None","IR1","Lvl",4,"Inside",1,"Norm","Norm","1Fam","2Story",6,5,"Gable","CompShg","VinylSd","VinylSd","None",0,3,"PConc",2,52,923,"GasA",4,2,4,0,1714,3,7,5,1,4,"Attchd",4,2,3,256,0,1,"None",0,"WD","Abnorml",0,0,871,2637,3.5,48,3,3,3,4,2,16,30,9,3,1804
2256,"60","RL",63,7875,"Pave","None","Reg","Lvl",4,"Inside",1,"Norm","Norm","1Fam","2Story",7,5,"Gable","CompShg","HdBoard","HdBoard","None",0,4,"PConc",2,277,691,"GasA",4,2,4,0,1553,3,6,5,0,1,"Attchd",4,2,3,0,0,1,"None",0,"WD","Normal",0,0,414,2244,2.5,44,3,3,3,1,2,16,35,12,4,1680
2257,"60","RL",60,7500,"Pave","None","Reg","Lvl",4,"Inside",1,"Norm","Norm","1Fam","2Story",6,5,"Gable","CompShg","VinylSd","VinylSd","None",0,3,"PConc",2,938,938,"GasA",5,2,4,0,2299,5,7,5,1,4,"Attchd",4,2,3,188,0,1,"None",0,"WD","Normal",0,0,0,3237,3.5,30,3,3,3,4,2,16,30,9,3,1928
2258,"20","RL",77,9556,"Pave","None","IR1","Lvl",4,"Corner",1,"Norm","Norm","1Fam","1Story",7,5,"Gable","CompShg","HdBoard","HdBoard","BrkFace",52,3,"PConc",2,1168,1168,"GasA",4,2,4,0,1187,3,6,5,0,1,"Attchd",3,2,3,0,0,1,"None",0,"WD","Normal",0,0,0,2355,2,21,3,3,3,3,2,16,35,9,4,1680
2259,"60","RL",60,7655,"Pave","None","IR1","Lvl",4,"CulDSac",1,"Norm","Norm","1Fam","2Story",6,5,"Gable","CompShg","HdBoard","HdBoard","None",0,3,"PConc",2,903,903,"GasA",4,2,4,0,1642,3,7,5,1,4,"Attchd",3,2,3,290,0,1,"None",0,"WD","Normal",0,0,0,2545,2.5,84,3,3,3,3,3,16,30,9,3,1568
2260,"20","RL",160,18160,"Grvl","None","Reg","Lvl",4,"Inside",1,"Norm","Norm","1Fam","1Story",6,6,"Gable","CompShg","HdBoard","HdBoard","BrkCmn",138,3,"CBlock",4,752,1302,"GasA",2,2,4,0,1128,3,6,5,1,4,"Attchd",2,2,2,0,0,4,"None",0,"WD","Alloca",0,0,550,2430,2,354,3,2,3,1,2,16,36,9,3,1920
2261,"120","RL",38,4740,"Pave","None","IR1","Lvl",4,"Inside",1,"Norm","Norm","TwnhsE","1Story",8,5,"Gable","CompShg","CemntBd","CmentBd","None",0,4,"CBlock",5,918,1166,"GasA",4,2,4,0,1179,2,5,5,0,1,"Attchd",3,2,3,0,0,1,"None",0,"WD","Normal",0,0,248,2345,3,243,5,3,3,1,2,16,40,12,3,1920
2262,"120","RL",35,5118,"Pave","None","IR1","HLS",4,"Inside",1,"Norm","Norm","TwnhsE","1Story",8,5,"Gable","CompShg","CemntBd","CmentBd","None",0,4,"PConc",5,386,1312,"GasA",4,2,4,0,1321,1,4,5,1,4,"Attchd",3,2,3,0,0,1,"None",0,"WD","Normal",0,0,926,2633,2,204,5,3,3,1,2,16,40,12,4,1936
